task,item_id,question,total_cost,more,correct,intuitive,total_cost_money_fmt,more_money_fmt,correct_money_fmt,intuitive_money_fmt,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_total_cost,mean_logp_more,mean_logp_correct_money_fmt,mean_logp_intuitive_money_fmt,mean_logp_total_cost_money_fmt,mean_logp_more_money_fmt,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_total_cost,sum_logp_more,sum_logp_correct_money_fmt,sum_logp_intuitive_money_fmt,sum_logp_total_cost_money_fmt,sum_logp_more_money_fmt,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt1,10,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,13.0,10,$1.5,$3.0,$13.00,$10.00,$1.50,$3.00,"<s>[INST] You are a very carefree person.

Your task is to answer the following question. A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?[/INST]",27,You are a very carefree person.,fast,carefree/cautious,personality,-12.427606582641602,-6.272832870483398,-8.288273811340332,-9.210283279418945,-10.380663871765137,-5.018266201019287,-7.6930108070373535,-8.88406753540039,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.00428450472495188, 'intuitive_money_fmt': 0.9136089476336994, 'total_cost_money_fmt': 0.06296997507363221, 'more_money_fmt': 0.019136572567716535}",-49.710426330566406,-25.091331481933594,-41.441368103027344,-27.630849838256836,-51.9033203125,-25.091331481933594,-46.15806579589844,-53.304405212402344,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 2.2683037027755165e-12, 'intuitive_money_fmt': 0.9999999992878671, 'total_cost_money_fmt': 7.093058397218156e-10, 'more_money_fmt': 5.587502893219558e-13}"
crt1,10,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,13.0,10,$1.5,$3.0,$13.00,$10.00,$1.50,$3.00,"<s>[INST] You are a very cautious person.

Your task is to answer the following question. A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?[/INST]",28,You are a very cautious person.,slow,carefree/cautious,personality,-12.18023681640625,-6.352345943450928,-8.610953330993652,-9.78360366821289,-10.160822868347168,-5.081877708435059,-7.876030445098877,-8.668389320373535,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.005685820617411784, 'intuitive_money_fmt': 0.913168686791535, 'total_cost_money_fmt': 0.05585549380733022, 'more_money_fmt': 0.02528999878372306}",-48.720947265625,-25.40938377380371,-43.05476760864258,-29.350811004638672,-50.804115295410156,-25.409387588500977,-47.25618362426758,-52.01033401489258,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 9.358578494235696e-12, 'intuitive_money_fmt': 0.9999999996627102, 'total_cost_money_fmt': 3.251299926759892e-10, 'more_money_fmt': 2.801275051877494e-12}"
crt1,10,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,13.0,10,$1.5,$3.0,$13.00,$10.00,$1.50,$3.00,"<s>[INST] You are a very impatient individual, so you tend to think quickly.

Your task is to answer the following question. A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?[/INST]",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-9.882946014404297,-5.320496559143066,-7.672533988952637,-7.899916172027588,-8.085847854614258,-4.256397247314453,-7.0465850830078125,-8.227499008178711,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.01971131022329994, 'intuitive_money_fmt': 0.9074542950671359, 'total_cost_money_fmt': 0.0557264759710125, 'more_money_fmt': 0.017107918738551615}",-39.53178405761719,-21.281986236572266,-38.3626708984375,-23.699748992919922,-40.429237365722656,-21.281986236572266,-42.279510498046875,-49.364994049072266,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 4.83564587001269e-09, 'intuitive_money_fmt': 0.9999999944035821, 'total_cost_money_fmt': 7.601356079355539e-10, 'more_money_fmt': 6.363626319122756e-13}"
crt1,10,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,13.0,10,$1.5,$3.0,$13.00,$10.00,$1.50,$3.00,"<s>[INST] You are a very patient individual, so you tend to think carefully.

Your task is to answer the following question. A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?[/INST]",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-11.59588623046875,-6.476616859436035,-8.448124885559082,-9.495516777038574,-9.550600051879883,-5.181293487548828,-8.007085800170898,-8.827227592468262,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.011529873014364502, 'intuitive_money_fmt': 0.9107312835187901, 'total_cost_money_fmt': 0.05397146993616727, 'more_money_fmt': 0.023767373530678267}",-46.383544921875,-25.90646743774414,-42.240623474121094,-28.486549377441406,-47.75299835205078,-25.90646743774414,-48.04251480102539,-52.9633674621582,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 3.252162029660989e-10, 'intuitive_money_fmt': 0.9999999994295432, 'total_cost_money_fmt': 2.4346513562262937e-10, 'more_money_fmt': 1.7755692769991383e-12}"
crt1,10,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,13.0,10,$1.5,$3.0,$13.00,$10.00,$1.50,$3.00,"<s>[INST] You are a very impulsive individual, so you tend to think quickly.

Your task is to answer the following question. A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?[/INST]",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-11.635224342346191,-6.301714897155762,-7.969773769378662,-8.401554107666016,-9.557025909423828,-5.041371822357178,-7.6548919677734375,-8.889690399169922,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.009892511076091197, 'intuitive_money_fmt': 0.9045450417422144, 'total_cost_money_fmt': 0.06628157503129159, 'more_money_fmt': 0.019280872150402875}",-46.540897369384766,-25.206859588623047,-39.84886932373047,-25.204662322998047,-47.78512954711914,-25.206859588623047,-45.929351806640625,-53.33814239501953,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.564522976665618e-10, 'intuitive_money_fmt': 0.9999999988421676, 'total_cost_money_fmt': 1.0007739170904097e-09, 'more_money_fmt': 6.063719564847733e-13}"
crt1,10,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,13.0,10,$1.5,$3.0,$13.00,$10.00,$1.50,$3.00,"<s>[INST] You are a very thoughtful individual, so you tend to think carefully.

Your task is to answer the following question. A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?[/INST]",32,"You are a very thoughtful individual, so you tend to think carefully.",slow,impulsive/thoughtful_explicit,personality_explicit,-12.073705673217773,-6.684990406036377,-8.55323600769043,-9.608492851257324,-9.966400146484375,-5.347992420196533,-8.136837005615234,-8.967293739318848,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.00898637530548564, 'intuitive_money_fmt': 0.910612364885653, 'total_cost_money_fmt': 0.05599557760195836, 'more_money_fmt': 0.024405682206903027}",-48.294822692871094,-26.739961624145508,-42.76618194580078,-28.825477600097656,-49.832000732421875,-26.739961624145508,-48.821022033691406,-53.80376052856445,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 9.359547209870429e-11, 'intuitive_money_fmt': 0.9999999996474136, 'total_cost_money_fmt': 2.5722744821957336e-10, 'more_money_fmt': 1.7633619947067689e-12}"
crt1,10,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,13.0,10,$1.5,$3.0,$13.00,$10.00,$1.50,$3.00,"<s>[INST] You are a very spontaneous individual, so you tend to think quickly.

Your task is to answer the following question. A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?[/INST]",33,"You are a very spontaneous individual, so you tend to think quickly.",fast,spontaneous/deliberate_explicit,personality_explicit,-11.562575340270996,-6.024744987487793,-7.909875392913818,-8.316536903381348,-9.424657821655273,-4.819796085357666,-7.54260778427124,-8.701541900634766,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.009124340841151029, 'intuitive_money_fmt': 0.9121526875048503, 'total_cost_money_fmt': 0.05991912268464166, 'more_money_fmt': 0.01880384896935694}",-46.250301361083984,-24.098979949951172,-39.54937744140625,-24.94961166381836,-47.123291015625,-24.098979949951172,-45.255645751953125,-52.209251403808594,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.0015410497161639e-10, 'intuitive_money_fmt': 0.9999999992509255, 'total_cost_money_fmt': 6.483011416550819e-10, 'more_money_fmt': 6.192474437008517e-13}"
crt1,10,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,13.0,10,$1.5,$3.0,$13.00,$10.00,$1.50,$3.00,"<s>[INST] You are a very deliberate individual, so you tend to think carefully.

Your task is to answer the following question. A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?[/INST]",34,"You are a very deliberate individual, so you tend to think carefully.",slow,spontaneous/deliberate_explicit,personality_explicit,-12.026313781738281,-6.715850830078125,-8.596699714660645,-9.554673194885254,-9.875038146972656,-5.3726806640625,-8.12713623046875,-9.015349388122559,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.010066989525189909, 'intuitive_money_fmt': 0.9083403926713465, 'total_cost_money_fmt': 0.057810107101603295, 'more_money_fmt': 0.023782510701860396}",-48.105255126953125,-26.8634033203125,-42.983497619628906,-28.664020538330078,-49.37519073486328,-26.8634033203125,-48.7628173828125,-54.092098236083984,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.672071897963802e-10, 'intuitive_money_fmt': 0.9999999995228329, 'total_cost_money_fmt': 3.0846458919588104e-10, 'more_money_fmt': 1.495299019191536e-12}"
crt1,10,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,13.0,10,$1.5,$3.0,$13.00,$10.00,$1.50,$3.00,"<s>[INST] You are a very carefree individual, so you tend to think quickly.

Your task is to answer the following question. A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?[/INST]",35,"You are a very carefree individual, so you tend to think quickly.",fast,carefree/cautious_explicit,personality_explicit,-11.425026893615723,-5.997872829437256,-7.698285102844238,-8.059074401855469,-9.343587875366211,-4.798298358917236,-7.468328952789307,-8.723278999328613,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.009655333354410073, 'intuitive_money_fmt': 0.9094135655769003, 'total_cost_money_fmt': 0.06297698640336874, 'more_money_fmt': 0.01795411466532093}",-45.70010757446289,-23.991491317749023,-38.491424560546875,-24.177223205566406,-46.71793746948242,-23.991491317749023,-44.809974670410156,-52.33967590332031,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.349055579859774e-10, 'intuitive_money_fmt': 0.9999999989554311, 'total_cost_money_fmt': 9.091751521258063e-10, 'more_money_fmt': 4.881349030344451e-13}"
crt1,10,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,13.0,10,$1.5,$3.0,$13.00,$10.00,$1.50,$3.00,"<s>[INST] You are a very cautious individual, so you tend to think carefully.

Your task is to answer the following question. A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?[/INST]",36,"You are a very cautious individual, so you tend to think carefully.",slow,carefree/cautious_explicit,personality_explicit,-11.94451904296875,-6.617445468902588,-8.528848648071289,-9.491500854492188,-9.871525764465332,-5.293956279754639,-8.094143867492676,-8.865889549255371,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.009352291225418776, 'intuitive_money_fmt': 0.9097691161825135, 'total_cost_money_fmt': 0.055312739964507994, 'more_money_fmt': 0.0255658526275596}",-47.778076171875,-26.46978187561035,-42.64424133300781,-28.474502563476562,-49.357627868652344,-26.46978187561035,-48.56486511230469,-53.19533920288086,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.1479812173010947e-10, 'intuitive_money_fmt': 0.9999999996290834, 'total_cost_money_fmt': 2.536455649306279e-10, 'more_money_fmt': 2.4730786420268116e-12}"
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,54.0,50,$2.0,$4.0,$54.00,$50.00,$2.00,$4.00,<s>[INST] Your task is to answer the following question. A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?[/INST],0,,baseline,,,-10.21783447265625,-7.69687557220459,-7.390159606933594,-7.642486095428467,-8.174270629882812,-6.157501220703125,-7.400315761566162,-7.660394191741943,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.08094482120700645, 'intuitive_money_fmt': 0.6082202757838153, 'total_cost_money_fmt': 0.17551465982556816, 'more_money_fmt': 0.1353202431836101}",-40.871337890625,-30.78750228881836,-36.95079803466797,-22.927457809448242,-40.87135314941406,-30.787506103515625,-44.401893615722656,-45.962364196777344,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 4.1746694933635264e-05, 'intuitive_money_fmt': 0.9999567737655104, 'total_cost_money_fmt': 1.2227223639016251e-06, 'more_money_fmt': 2.5681719197443916e-07}"
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,54.0,50,$2.0,$4.0,$54.00,$50.00,$2.00,$4.00,"<s>[INST] You tend to think shallowly, so you say what comes to mind first.

Your task is to answer the following question. A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?[/INST]",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-9.984659194946289,-6.032161712646484,-5.14591121673584,-4.865991592407227,-7.987728118896484,-4.825729846954346,-5.702992916107178,-6.566849231719971,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.02591910014543037, 'intuitive_money_fmt': 0.6121506584853161, 'total_cost_money_fmt': 0.2546055174800787, 'more_money_fmt': 0.10732472388917477}",-39.938636779785156,-24.128646850585938,-25.729557037353516,-14.59797477722168,-39.93864059448242,-24.12864875793457,-34.21795654296875,-39.40109634399414,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.360785253106864e-07, 'intuitive_money_fmt': 0.9999581115785587, 'total_cost_money_fmt': 4.151940397528106e-05, 'more_money_fmt': 2.3293894057115144e-07}"
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,54.0,50,$2.0,$4.0,$54.00,$50.00,$2.00,$4.00,"<s>[INST] You tend to think deeply, so you say what is most correct.

Your task is to answer the following question. A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?[/INST]",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-10.941253662109375,-7.175789833068848,-6.973601341247559,-7.347297668457031,-8.75300407409668,-5.7406325340271,-6.81602144241333,-7.459375381469727,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.03132896105111222, 'intuitive_money_fmt': 0.637092261760531, 'total_cost_money_fmt': 0.217353611776636, 'more_money_fmt': 0.11422516541172059}",-43.7650146484375,-28.70315933227539,-34.86800765991211,-22.041893005371094,-43.76502227783203,-28.703163146972656,-40.8961296081543,-44.75625228881836,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 2.8755129044404646e-07, 'intuitive_money_fmt': 0.9999945397981223, 'total_cost_money_fmt': 5.0659345729634234e-06, 'more_money_fmt': 1.0671601437234323e-07}"
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,54.0,50,$2.0,$4.0,$54.00,$50.00,$2.00,$4.00,"<s>[INST] You tend to think quickly, so you say what comes to mind first.

Your task is to answer the following question. A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?[/INST]",3,"You tend to think quickly, so you say what comes to mind first.",fast,quick/careful,explicit,-9.893465995788574,-5.140471935272217,-5.370546817779541,-5.385211944580078,-7.914773464202881,-4.112377643585205,-6.047170162200928,-6.807971954345703,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.018081272508111753, 'intuitive_money_fmt': 0.8101930520966902, 'total_cost_money_fmt': 0.11703581938985992, 'more_money_fmt': 0.05468985600533817}",-39.5738639831543,-20.561887741088867,-26.852733612060547,-16.155635833740234,-39.57386779785156,-20.561887741088867,-36.28302001953125,-40.84783172607422,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 5.53607421641012e-09, 'intuitive_money_fmt': 0.9999998441852496, 'total_cost_money_fmt': 1.4873012211998637e-07, 'more_money_fmt': 1.5485541608421025e-09}"
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,54.0,50,$2.0,$4.0,$54.00,$50.00,$2.00,$4.00,"<s>[INST] You tend to think carefully, so you say what is most correct.

Your task is to answer the following question. A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?[/INST]",4,"You tend to think carefully, so you say what is most correct.",slow,quick/careful,explicit,-10.726632118225098,-6.9871649742126465,-6.852259635925293,-6.926693439483643,-8.581307411193848,-5.5897321701049805,-6.7543158531188965,-7.295665740966797,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.032521191798482535, 'intuitive_money_fmt': 0.647725615148853, 'total_cost_money_fmt': 0.20212442846318002, 'more_money_fmt': 0.11762876458948451}",-42.90652847290039,-27.948659896850586,-34.26129913330078,-20.780080795288086,-42.90653610229492,-27.948659896850586,-40.52589416503906,-43.77399444580078,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 3.1906209173203093e-07, 'intuitive_money_fmt': 0.9999960972775154, 'total_cost_money_fmt': 3.4496486560998168e-06, 'more_money_fmt': 1.3401173694622193e-07}"
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,54.0,50,$2.0,$4.0,$54.00,$50.00,$2.00,$4.00,"<s>[INST] Your last meal was one day ago, so you are starving.

Your task is to answer the following question. A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?[/INST]",5,"Your last meal was one day ago, so you are starving.",fast,hungry/fed,resources,-9.610984802246094,-4.864295959472656,-6.609393119812012,-6.2162652015686035,-7.688787937164307,-3.891436815261841,-6.743459224700928,-7.191095352172852,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.020079710911875305, 'intuitive_money_fmt': 0.895212410069668, 'total_cost_money_fmt': 0.051678333392866926, 'more_money_fmt': 0.03302954562558981}",-38.443939208984375,-19.457183837890625,-33.046966552734375,-18.64879608154297,-38.443939208984375,-19.457183837890625,-40.46075439453125,-43.14657211303711,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 5.677496958964508e-09, 'intuitive_money_fmt': 0.9999999935154469, 'total_cost_money_fmt': 7.555534694509534e-10, 'more_money_fmt': 5.150262793837959e-11}"
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,54.0,50,$2.0,$4.0,$54.00,$50.00,$2.00,$4.00,"<s>[INST] Your last meal was one hour ago, so you are well-fed.

Your task is to answer the following question. A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?[/INST]",6,"Your last meal was one hour ago, so you are well-fed.",slow,hungry/fed,resources,-9.442007064819336,-4.892706871032715,-6.528636932373047,-6.087002277374268,-7.553606986999512,-3.914165496826172,-6.807989597320557,-7.118933200836182,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.02340672227152046, 'intuitive_money_fmt': 0.8911072119002121, 'total_cost_money_fmt': 0.04933533937851562, 'more_money_fmt': 0.036150726449751695}",-37.768028259277344,-19.57082748413086,-32.643184661865234,-18.26100730895996,-37.768035888671875,-19.57082748413086,-40.847938537597656,-42.713600158691406,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.2504110362271615e-08, 'intuitive_money_fmt': 0.9999999868321885, 'total_cost_money_fmt': 5.747355657089649e-10, 'more_money_fmt': 8.896547989997963e-11}"
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,54.0,50,$2.0,$4.0,$54.00,$50.00,$2.00,$4.00,"<s>[INST] You didn't have coffee this morning, so you feel very groggy.

Your task is to answer the following question. A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?[/INST]",7,"You didn't have coffee this morning, so you feel very groggy.",fast,groggy/alert,resources,-10.077540397644043,-5.867781639099121,-6.9809417724609375,-6.35868501663208,-8.062033653259277,-4.694225311279297,-7.217100620269775,-7.3477396965026855,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.029082082954379307, 'intuitive_money_fmt': 0.8438127590336743, 'total_cost_money_fmt': 0.06769791024081867, 'more_money_fmt': 0.05940724777112781}",-40.31016159057617,-23.471126556396484,-34.90470886230469,-19.0760555267334,-40.3101692199707,-23.471126556396484,-43.30260467529297,-44.0864372253418,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 4.8629148825562143e-08, 'intuitive_money_fmt': 0.9999999478173668, 'total_cost_money_fmt': 2.4394867428014566e-09, 'more_money_fmt': 1.1139977433873817e-09}"
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,54.0,50,$2.0,$4.0,$54.00,$50.00,$2.00,$4.00,"<s>[INST] You just had your morning coffee, so you feel very alert.

Your task is to answer the following question. A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?[/INST]",8,"You just had your morning coffee, so you feel very alert.",slow,groggy/alert,resources,-10.337632179260254,-6.230380058288574,-6.932672023773193,-6.983730316162109,-8.270106315612793,-4.984303951263428,-7.283327102661133,-7.490018367767334,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.030679864661924128, 'intuitive_money_fmt': 0.8200857677112897, 'total_cost_money_fmt': 0.08230120738917804, 'more_money_fmt': 0.066933160237608}",-41.350528717041016,-24.921520233154297,-34.663360595703125,-20.951190948486328,-41.35053253173828,-24.921520233154297,-43.6999626159668,-44.94010925292969,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 7.327748915536672e-08, 'intuitive_money_fmt': 0.9999999177069219, 'total_cost_money_fmt': 6.992396691798014e-09, 'more_money_fmt': 2.023192551611652e-09}"
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,54.0,50,$2.0,$4.0,$54.00,$50.00,$2.00,$4.00,"<s>[INST] You slept two hours last night, so you are very tired.

Your task is to answer the following question. A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?[/INST]",9,"You slept two hours last night, so you are very tired.",fast,tired/rested,resources,-9.847774505615234,-5.774449825286865,-6.759568214416504,-5.851314544677734,-7.8782196044921875,-4.619560241699219,-7.099363327026367,-7.217107772827148,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.03212277483901474, 'intuitive_money_fmt': 0.8356623449504473, 'total_cost_money_fmt': 0.06999484192653853, 'more_money_fmt': 0.06222003828399946}",-39.39109802246094,-23.09779930114746,-33.7978401184082,-17.553943634033203,-39.39109802246094,-23.097801208496094,-42.5961799621582,-43.30264663696289,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 8.39288095348202e-08, 'intuitive_money_fmt': 0.9999999109880364, 'total_cost_money_fmt': 3.4037814142608213e-09, 'more_money_fmt': 1.679372680919124e-09}"
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,54.0,50,$2.0,$4.0,$54.00,$50.00,$2.00,$4.00,"<s>[INST] You slept nine hours last night, so you are very well-rested.

Your task is to answer the following question. A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?[/INST]",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-10.10190200805664,-5.89739465713501,-6.7893171310424805,-6.418734073638916,-8.081522941589355,-4.7179155349731445,-7.179620742797852,-7.343424320220947,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.029028020173259016, 'intuitive_money_fmt': 0.8387133429845379, 'total_cost_money_fmt': 0.07153335004618952, 'more_money_fmt': 0.06072528679601359}",-40.40760803222656,-23.58957862854004,-33.94658660888672,-19.256202697753906,-40.407615661621094,-23.58957862854004,-43.07772445678711,-44.060546875,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 4.9661438641149113e-08, 'intuitive_money_fmt': 0.9999999456127915, 'total_cost_money_fmt': 3.4387909937738882e-09, 'more_money_fmt': 1.2869789030064344e-09}"
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,54.0,50,$2.0,$4.0,$54.00,$50.00,$2.00,$4.00,"<s>[INST] You are in a noisy environment, so you feel very distracted.

Your task is to answer the following question. A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?[/INST]",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-10.279369354248047,-6.806887626647949,-6.805528163909912,-6.480759143829346,-8.223498344421387,-5.445509910583496,-6.903284072875977,-7.4145188331604,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.04333418821230015, 'intuitive_money_fmt': 0.6971010114332831, 'total_cost_money_fmt': 0.16225288897300233, 'more_money_fmt': 0.09731191138141451}",-41.11747741699219,-27.227550506591797,-34.02764129638672,-19.442277908325195,-41.11749267578125,-27.227550506591797,-41.41970443725586,-44.48711395263672,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 9.282694269297306e-07, 'intuitive_money_fmt': 0.9999983536360276, 'total_cost_money_fmt': 6.861596042469421e-07, 'more_money_fmt': 3.193494116053873e-08}"
crt1,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,54.0,50,$2.0,$4.0,$54.00,$50.00,$2.00,$4.00,"<s>[INST] You are in a quiet environment, so you feel very focused.

Your task is to answer the following question. A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?[/INST]",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-10.561253547668457,-6.8333024978637695,-7.033030033111572,-7.1178297996521,-8.449005126953125,-5.466641902923584,-7.187292098999023,-7.526205062866211,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.03733824520820581, 'intuitive_money_fmt': 0.7368478059733512, 'total_cost_money_fmt': 0.13185873630181996, 'more_money_fmt': 0.09395521251662303}",-42.24501419067383,-27.333209991455078,-35.1651496887207,-21.35348892211914,-42.245025634765625,-27.333209991455078,-43.12375259399414,-45.157230377197266,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 3.3410312493633516e-07, 'intuitive_money_fmt': 0.9999995089796492, 'total_cost_money_fmt': 1.3875679763450553e-07, 'more_money_fmt': 1.8160428345164258e-08}"
