task,item_id,question,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are in a room with a pleasant temperature, so you feel very comfortable. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-8.59642219543457,-9.365489959716797,correct,False,True,False,"{'correct': 0.6833191979373471, 'intuitive': 0.31668080206265287}",-34.38568878173828,-37.46195983886719,correct,False,True,False,"{'correct': 0.9559032683665527, 'intuitive': 0.04409673163344733}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You just got in an argument, so you feel very emotional. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-7.955783843994141,-8.560932159423828,correct,False,True,False,"{'correct': 0.6468332744709934, 'intuitive': 0.3531667255290066}",-31.823135375976562,-34.24372863769531,correct,False,True,False,"{'correct': 0.9183842232967941, 'intuitive': 0.08161577670320579}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You just meditated, so you feel very calm. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-8.298364639282227,-8.703360557556152,correct,False,True,False,"{'correct': 0.5998873891582623, 'intuitive': 0.4001126108417376}",-33.193458557128906,-34.81344223022461,correct,False,True,False,"{'correct': 0.8347928781174428, 'intuitive': 0.16520712188255723}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are under time pressure, so you feel very rushed. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-8.187169075012207,-8.748080253601074,correct,False,True,False,"{'correct': 0.6366633432008898, 'intuitive': 0.3633366567991103}",-32.74867630004883,-34.9923210144043,correct,False,True,False,"{'correct': 0.9041009296710601, 'intuitive': 0.0958990703289399}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are not under time pressure, so you feel very relaxed. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-8.194768905639648,-8.836174011230469,correct,False,True,False,"{'correct': 0.6550710175417037, 'intuitive': 0.34492898245829634}",-32.779075622558594,-35.344696044921875,correct,False,True,False,"{'correct': 0.9286159251793163, 'intuitive': 0.07138407482068368}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very impatient person. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",21,You are a very impatient person.,fast,impatient/patient,personality,-7.448805809020996,-8.116040229797363,correct,False,True,False,"{'correct': 0.6608836234271908, 'intuitive': 0.3391163765728093}",-29.795223236083984,-32.46416091918945,correct,False,True,False,"{'correct': 0.9351686547540761, 'intuitive': 0.06483134524592392}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very patient person. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",22,You are a very patient person.,slow,impatient/patient,personality,-7.889630317687988,-8.471067428588867,correct,False,True,False,"{'correct': 0.6413980184525075, 'intuitive': 0.3586019815474925}",-31.558521270751953,-33.88426971435547,correct,False,True,False,"{'correct': 0.9109871818807029, 'intuitive': 0.08901281811929702}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very impulsive person. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-7.435953140258789,-7.992641925811768,correct,False,True,False,"{'correct': 0.6356860435298817, 'intuitive': 0.3643139564701183}",-29.743812561035156,-31.97056770324707,correct,False,True,False,"{'correct': 0.9026265347462955, 'intuitive': 0.09737346525370447}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very thoughtful person. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-8.142996788024902,-8.72890567779541,correct,False,True,False,"{'correct': 0.6424259054614352, 'intuitive': 0.35757409453856476}",-32.57198715209961,-34.91562271118164,correct,False,True,False,"{'correct': 0.9124270166264586, 'intuitive': 0.08757298337354141}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very spontaneous person. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-7.963891983032227,-8.442331314086914,correct,False,True,False,"{'correct': 0.6173792778637333, 'intuitive': 0.38262072213626686}",-31.855567932128906,-33.769325256347656,correct,False,True,False,"{'correct': 0.8714406755392786, 'intuitive': 0.1285593244607214}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very deliberate person. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-8.24043083190918,-8.900449752807617,correct,False,True,False,"{'correct': 0.6592646387559535, 'intuitive': 0.34073536124404635}",-32.96172332763672,-35.60179901123047,correct,False,True,False,"{'correct': 0.9333966696259453, 'intuitive': 0.0666033303740547}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very carefree person. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",27,You are a very carefree person.,fast,carefree/cautious,personality,-7.555652618408203,-8.154180526733398,correct,False,True,False,"{'correct': 0.645319442680835, 'intuitive': 0.3546805573191651}",-30.222610473632812,-32.616722106933594,correct,False,True,False,"{'correct': 0.9163771826184762, 'intuitive': 0.08362281738152375}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very cautious person. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",28,You are a very cautious person.,slow,carefree/cautious,personality,-8.127090454101562,-8.64188289642334,correct,False,True,False,"{'correct': 0.6259292611041949, 'intuitive': 0.374070738895805}",-32.50836181640625,-34.56753158569336,correct,False,True,False,"{'correct': 0.8868708988777648, 'intuitive': 0.11312910112223518}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very impatient individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-7.3191328048706055,-7.94364595413208,correct,False,True,False,"{'correct': 0.6512442967565314, 'intuitive': 0.34875570324346855}",-29.276531219482422,-31.77458381652832,correct,False,True,False,"{'correct': 0.9240051869817991, 'intuitive': 0.07599481301820087}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very patient individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-8.042861938476562,-8.603391647338867,correct,False,True,False,"{'correct': 0.6365750958299788, 'intuitive': 0.3634249041700212}",-32.17144775390625,-34.41356658935547,correct,False,True,False,"{'correct': 0.9039685506483974, 'intuitive': 0.09603144935160263}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very impulsive individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-7.2345452308654785,-7.774612903594971,correct,False,True,False,"{'correct': 0.631828159997296, 'intuitive': 0.36817184000270403}",-28.938180923461914,-31.098451614379883,correct,False,True,False,"{'correct': 0.8966246412774046, 'intuitive': 0.1033753587225954}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very thoughtful individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",32,"You are a very thoughtful individual, so you tend to think carefully.",slow,impulsive/thoughtful_explicit,personality_explicit,-8.22264575958252,-8.766885757446289,correct,False,True,False,"{'correct': 0.6327981968886627, 'intuitive': 0.3672018031113374}",-32.89058303833008,-35.067543029785156,correct,False,True,False,"{'correct': 0.8981613463692913, 'intuitive': 0.10183865363070875}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very spontaneous individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",33,"You are a very spontaneous individual, so you tend to think quickly.",fast,spontaneous/deliberate_explicit,personality_explicit,-7.74464750289917,-8.126161575317383,correct,False,True,False,"{'correct': 0.5942382268260641, 'intuitive': 0.4057617731739359}",-30.97859001159668,-32.50464630126953,correct,False,True,False,"{'correct': 0.8214285694010807, 'intuitive': 0.1785714305989193}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very deliberate individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",34,"You are a very deliberate individual, so you tend to think carefully.",slow,spontaneous/deliberate_explicit,personality_explicit,-8.306200981140137,-8.876911163330078,correct,False,True,False,"{'correct': 0.6389270298285921, 'intuitive': 0.361072970171408}",-33.22480392456055,-35.50764465332031,correct,False,True,False,"{'correct': 0.9074459098382746, 'intuitive': 0.09255409016172547}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very carefree individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",35,"You are a very carefree individual, so you tend to think quickly.",fast,carefree/cautious_explicit,personality_explicit,-7.6839752197265625,-8.162215232849121,correct,False,True,False,"{'correct': 0.6173321934607947, 'intuitive': 0.38266780653920524}",-30.73590087890625,-32.648860931396484,correct,False,True,False,"{'correct': 0.871351329278674, 'intuitive': 0.12864867072132602}"
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,"<s>GPT4 Correct User: You are a very cautious individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",36,"You are a very cautious individual, so you tend to think carefully.",slow,carefree/cautious_explicit,personality_explicit,-8.198921203613281,-8.694561958312988,correct,False,True,False,"{'correct': 0.6214343468293595, 'intuitive': 0.37856565317064045}",-32.795684814453125,-34.77824783325195,correct,False,True,False,"{'correct': 0.8789541163225132, 'intuitive': 0.12104588367748673}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",0,,baseline,,,-5.849026203155518,-6.183931827545166,correct,False,True,False,"{'correct': 0.5829525098880485, 'intuitive': 0.4170474901119515}",-29.24513053894043,-30.919658660888672,correct,False,True,False,"{'correct': 0.8421786040012034, 'intuitive': 0.1578213959987965}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: You tend to think shallowly, so you say what comes to mind first. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-5.327156066894531,-5.897316932678223,correct,False,True,False,"{'correct': 0.6388002932602662, 'intuitive': 0.3611997067397337}",-26.635780334472656,-29.486583709716797,correct,False,True,False,"{'correct': 0.9453601954176191, 'intuitive': 0.05463980458238092}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: You tend to think deeply, so you say what is most correct. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-6.059491157531738,-6.5061354637146,correct,False,True,False,"{'correct': 0.6098410920992104, 'intuitive': 0.3901589079007896}",-30.297454833984375,-32.530677795410156,correct,False,True,False,"{'correct': 0.9031935250098088, 'intuitive': 0.0968064749901913}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: You tend to think quickly, so you say what comes to mind first. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",3,"You tend to think quickly, so you say what comes to mind first.",fast,quick/careful,explicit,-5.741413593292236,-6.11206579208374,correct,False,True,False,"{'correct': 0.591616563248817, 'intuitive': 0.40838343675118316}",-28.707067489624023,-30.56032943725586,correct,False,True,False,"{'correct': 0.8645096383008518, 'intuitive': 0.13549036169914816}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: You tend to think carefully, so you say what is most correct. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",4,"You tend to think carefully, so you say what is most correct.",slow,quick/careful,explicit,-5.992276668548584,-6.4542951583862305,correct,False,True,False,"{'correct': 0.6134929086647201, 'intuitive': 0.38650709133528005}",-29.961383819580078,-32.27147674560547,correct,False,True,False,"{'correct': 0.909709488358118, 'intuitive': 0.09029051164188186}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: Your last meal was one day ago, so you are starving. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",5,"Your last meal was one day ago, so you are starving.",fast,hungry/fed,resources,-5.47482967376709,-5.668097496032715,correct,False,True,False,"{'correct': 0.5481671188250501, 'intuitive': 0.4518328811749499}",-27.374149322509766,-28.340486526489258,correct,False,True,False,"{'correct': 0.7243888231756208, 'intuitive': 0.27561117682437924}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: Your last meal was one hour ago, so you are well-fed. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",6,"Your last meal was one hour ago, so you are well-fed.",slow,hungry/fed,resources,-5.277270317077637,-5.503637790679932,correct,False,True,False,"{'correct': 0.5563514425120344, 'intuitive': 0.44364855748796556}",-26.386350631713867,-27.5181884765625,correct,False,True,False,"{'correct': 0.7561779073569697, 'intuitive': 0.24382209264303042}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: You didn't have coffee this morning, so you feel very groggy. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",7,"You didn't have coffee this morning, so you feel very groggy.",fast,groggy/alert,resources,-5.73148775100708,-6.089699745178223,correct,False,True,False,"{'correct': 0.5886075394637167, 'intuitive': 0.41139246053628337}",-28.657438278198242,-30.44849967956543,correct,False,True,False,"{'correct': 0.8570573581333262, 'intuitive': 0.1429426418666738}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: You just had your morning coffee, so you feel very alert. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",8,"You just had your morning coffee, so you feel very alert.",slow,groggy/alert,resources,-5.654077529907227,-6.09478759765625,correct,False,True,False,"{'correct': 0.608428212664823, 'intuitive': 0.3915717873351769}",-28.270387649536133,-30.47393798828125,correct,False,True,False,"{'correct': 0.9005678797244892, 'intuitive': 0.09943212027551081}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: You slept two hours last night, so you are very tired. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",9,"You slept two hours last night, so you are very tired.",fast,tired/rested,resources,-5.337282657623291,-5.653365135192871,correct,False,True,False,"{'correct': 0.5783692263551976, 'intuitive': 0.42163077364480245}",-26.686412811279297,-28.266826629638672,correct,False,True,False,"{'correct': 0.8292631167646155, 'intuitive': 0.17073688323538447}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: You slept nine hours last night, so you are very well-rested. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-5.444798946380615,-5.777279853820801,correct,False,True,False,"{'correct': 0.5823628971126108, 'intuitive': 0.41763710288738914}",-27.223995208740234,-28.886398315429688,correct,False,True,False,"{'correct': 0.8405603278385324, 'intuitive': 0.15943967216146762}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: You are in a noisy environment, so you feel very distracted. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-5.924520015716553,-6.4317827224731445,correct,False,True,False,"{'correct': 0.6241645701387859, 'intuitive': 0.37583542986121404}",-29.622600555419922,-32.158912658691406,correct,False,True,False,"{'correct': 0.9266485505732559, 'intuitive': 0.07335144942674415}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: You are in a quiet environment, so you feel very focused. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-5.803973197937012,-6.2942705154418945,correct,False,True,False,"{'correct': 0.6201764702477132, 'intuitive': 0.3798235297522867}",-29.019865036010742,-31.471351623535156,correct,False,True,False,"{'correct': 0.9206700941427832, 'intuitive': 0.07932990585721673}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: You are in a dark room, so you can't see very well. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-5.761674404144287,-6.22774600982666,correct,False,True,False,"{'correct': 0.6144535376941976, 'intuitive': 0.3855464623058024}",-28.808372497558594,-31.138731002807617,correct,False,True,False,"{'correct': 0.9113603020392718, 'intuitive': 0.08863969796072813}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: You are in a well-lit room, so you can see things clearly. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-5.842740058898926,-6.316384315490723,correct,False,True,False,"{'correct': 0.6162459395605826, 'intuitive': 0.38375406043941745}",-29.213699340820312,-31.581920623779297,correct,False,True,False,"{'correct': 0.914371696570583, 'intuitive': 0.08562830342941699}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: You are in a room that is sweltering, so you feel very uncomfortable. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-5.897119522094727,-6.244622230529785,correct,False,True,False,"{'correct': 0.5860118615106766, 'intuitive': 0.4139881384893234}",-29.485597610473633,-31.22311019897461,correct,False,True,False,"{'correct': 0.8503708423080402, 'intuitive': 0.14962915769195984}"
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,"<s>GPT4 Correct User: You are in a room with a pleasant temperature, so you feel very comfortable. Your task is to answer the following question. How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?<|end_of_turn|>GPT4 Correct Assistant:",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-6.181141376495361,-6.530248165130615,correct,False,True,False,"{'correct': 0.5864009607433038, 'intuitive': 0.4135990392566962}",-30.90570640563965,-32.651241302490234,correct,False,True,False,"{'correct': 0.8513887364727859, 'intuitive': 0.14861126352721415}"
