task,item_id,question,t,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_t,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_t,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You just had your morning coffee, so you feel very alert. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",8,"You just had your morning coffee, so you feel very alert.",slow,groggy/alert,resources,-3.6472384929656982,-8.009218215942383,-6.868130207061768,correct,False,True,False,"{'correct': 0.949963015445107, 'intuitive': 0.012114987587960657, 't': 0.03792199696693242}",-14.588953971862793,-32.03687286376953,-27.47252082824707,correct,False,True,False,"{'correct': 0.9999974341138845, 'intuitive': 2.6452333544307678e-08, 't': 2.5394337819569484e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You slept two hours last night, so you are very tired. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",9,"You slept two hours last night, so you are very tired.",fast,tired/rested,resources,-3.5022101402282715,-7.033890724182129,-6.343847274780273,correct,False,True,False,"{'correct': 0.9194676858730814, 'intuitive': 0.02689967800125138, 't': 0.05363263612566723}",-14.008840560913086,-28.135562896728516,-25.375389099121094,correct,False,True,False,"{'correct': 0.9999876912683022, 'intuitive': 7.32549702860352e-07, 't': 1.1576181994899493e-05}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You slept nine hours last night, so you are very well-rested. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-3.5751023292541504,-6.597601890563965,-6.458160400390625,correct,False,True,False,"{'correct': 0.9052700522430136, 'intuitive': 0.04406799306670768, 't': 0.05066195469027873}",-14.300409317016602,-26.39040756225586,-25.8326416015625,correct,False,True,False,"{'correct': 0.9999845760571354, 'intuitive': 5.615310520740637e-06, 't': 9.808632343739245e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are in a noisy environment, so you feel very distracted. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-3.4649009704589844,-6.981403350830078,-6.6830058097839355,correct,False,True,False,"{'correct': 0.9348118358267896, 'intuitive': 0.027766850567446006, 't': 0.03742131360576434}",-13.859603881835938,-27.925613403320312,-26.732023239135742,correct,False,True,False,"{'correct': 0.9999966536918328, 'intuitive': 7.784096820146216e-07, 't': 2.5678984851735633e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are in a quiet environment, so you feel very focused. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-3.6631598472595215,-7.79340124130249,-6.768000602722168,correct,False,True,False,"{'correct': 0.9425864431391133, 'intuitive': 0.01515584457261573, 't': 0.042257712288271014}",-14.652639389038086,-31.17360496520996,-27.072002410888672,correct,False,True,False,"{'correct': 0.9999958935694498, 'intuitive': 6.68396290796921e-08, 't': 4.039590921027146e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are in a dark room, so you can't see very well. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-3.4635729789733887,-7.475826740264893,-6.641721248626709,correct,False,True,False,"{'correct': 0.9436140545625505, 'intuitive': 0.017072406082678224, 't': 0.03931353935477115}",-13.854291915893555,-29.90330696105957,-26.566884994506836,correct,False,True,False,"{'correct': 0.9999968799140633, 'intuitive': 1.0715192333511774e-07, 't': 3.012934013347116e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are in a well-lit room, so you can see things clearly. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-3.555955410003662,-7.98175048828125,-6.822067737579346,correct,False,True,False,"{'correct': 0.952272877707727, 'intuitive': 0.011393654204535439, 't': 0.036333468087737686}",-14.223821640014648,-31.927001953125,-27.288270950317383,correct,False,True,False,"{'correct': 0.9999978602636638, 'intuitive': 2.0493000403294297e-08, 't': 2.1192433358519726e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are in a room that is sweltering, so you feel very uncomfortable. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-3.574612617492676,-7.778598308563232,-6.598733425140381,correct,False,True,False,"{'correct': 0.9402592556565573, 'intuitive': 0.01404364457543967, 't': 0.04569709976800297}",-14.298450469970703,-31.11439323425293,-26.394933700561523,correct,False,True,False,"{'correct': 0.9999943711669421, 'intuitive': 4.9765274609863005e-08, 't': 5.579067783371399e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are in a room with a pleasant temperature, so you feel very comfortable. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-3.5789952278137207,-7.829150199890137,-6.653533935546875,correct,False,True,False,"{'correct': 0.9429754781070739, 'intuitive': 0.013448738449743865, 't': 0.043575783443182185}",-14.315980911254883,-31.316600799560547,-26.6141357421875,correct,False,True,False,"{'correct': 0.9999953984964973, 'intuitive': 4.137353176919408e-08, 't': 4.560129970932409e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You just got in an argument, so you feel very emotional. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-3.635334014892578,-8.166343688964844,-6.851041793823242,correct,False,True,False,"{'correct': 0.95156829549621, 'intuitive': 0.01024819699056969, 't': 0.038183507513220284}",-14.541336059570312,-32.665374755859375,-27.40416717529297,correct,False,True,False,"{'correct': 0.9999973939062461, 'intuitive': 1.3453301418605674e-08, 't': 2.5926404525514025e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You just meditated, so you feel very calm. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-3.69376277923584,-8.289407730102539,-6.688867568969727,correct,False,True,False,"{'correct': 0.9432831290086597, 'intuitive': 0.00952311050879159, 't': 0.04719376048254873}",-14.77505111694336,-33.157630920410156,-26.755470275878906,correct,False,True,False,"{'correct': 0.9999937239442294, 'intuitive': 1.0388295684122784e-08, 't': 6.265667474855723e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are under time pressure, so you feel very rushed. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-3.47941517829895,-6.903441429138184,-6.469582557678223,correct,False,True,False,"{'correct': 0.9234804030804394, 'intuitive': 0.030087906942071117, 't': 0.046431689977489636}",-13.9176607131958,-27.613765716552734,-25.87833023071289,correct,False,True,False,"{'correct': 0.9999924825473872, 'intuitive': 1.1268183445732069e-06, 't': 6.390634268222702e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are not under time pressure, so you feel very relaxed. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-3.6172566413879395,-7.126964569091797,-6.636235237121582,correct,False,True,False,"{'correct': 0.9269930516826311, 'intuitive': 0.027722327691355603, 't': 0.0452846206260133}",-14.469026565551758,-28.507858276367188,-26.544940948486328,correct,False,True,False,"{'correct': 0.9999935051410943, 'intuitive': 7.998527364222099e-07, 't': 5.695006169115286e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very impatient person. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",21,You are a very impatient person.,fast,impatient/patient,personality,-3.624727249145508,-6.90449333190918,-6.544144153594971,correct,False,True,False,"{'correct': 0.9160846283524878, 'intuitive': 0.034478731879209724, 't': 0.049436639768302426}",-14.498908996582031,-27.61797332763672,-26.176576614379883,correct,False,True,False,"{'correct': 0.9999895123774103, 'intuitive': 2.00658794382684e-06, 't': 8.481034645882521e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very patient person. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",22,You are a very patient person.,slow,impatient/patient,personality,-3.7956223487854004,-7.613492488861084,-6.694063663482666,correct,False,True,False,"{'correct': 0.92843303500901, 'intuitive': 0.02040190168634256, 't': 0.05116506330464744}",-15.182489395141602,-30.453969955444336,-26.776254653930664,correct,False,True,False,"{'correct': 0.9999905435009074, 'intuitive': 2.331718697601792e-07, 't': 9.223327222883307e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very impulsive person. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-3.713350296020508,-7.558466911315918,-6.754640579223633,correct,False,True,False,"{'correct': 0.9353162267724009, 'intuitive': 0.02000071588702783, 't': 0.0446830573405713}",-14.853401184082031,-30.233867645263672,-27.01856231689453,correct,False,True,False,"{'correct': 0.9999945821325251, 'intuitive': 2.0909610062414224e-07, 't': 5.2087713742281125e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very thoughtful person. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-3.8118605613708496,-7.6218485832214355,-6.728785037994385,correct,False,True,False,"{'correct': 0.929153649808765, 'intuitive': 0.020579307815096443, 't': 0.05026704237613853}",-15.247442245483398,-30.487394332885742,-26.91514015197754,correct,False,True,False,"{'correct': 0.9999911933338986, 'intuitive': 2.40640698356994e-07, 't': 8.566025403128054e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very spontaneous person. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-3.7580971717834473,-7.938526630401611,-6.9811882972717285,correct,False,True,False,"{'correct': 0.9477561894342268, 'intuitive': 0.01449302974224417, 't': 0.03775078082352908}",-15.032388687133789,-31.754106521606445,-27.924753189086914,correct,False,True,False,"{'correct': 0.9999974281266918, 'intuitive': 5.4682592918255206e-08, 't': 2.5171907152340328e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very deliberate person. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-3.7784292697906494,-7.658689498901367,-6.696922779083252,correct,False,True,False,"{'correct': 0.9305264737411837, 'intuitive': 0.01921113958787597, 't': 0.050262386670940316}",-15.113717079162598,-30.63475799560547,-26.787691116333008,correct,False,True,False,"{'correct': 0.9999913058923513, 'intuitive': 1.8167442769838079e-07, 't': 8.512433221170313e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very carefree person. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",27,You are a very carefree person.,fast,carefree/cautious,personality,-3.7033615112304688,-7.698136329650879,-6.853916645050049,correct,False,True,False,"{'correct': 0.9422939765255368, 'intuitive': 0.01734913214118953, 't': 0.04035689133327363}",-14.813446044921875,-30.792545318603516,-27.415666580200195,correct,False,True,False,"{'correct': 0.9999965205642503, 'intuitive': 1.1491159387634805e-07, 't': 3.3645241558439004e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very cautious person. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",28,You are a very cautious person.,slow,carefree/cautious,personality,-3.8376855850219727,-7.597218990325928,-6.7497663497924805,correct,False,True,False,"{'correct': 0.9279389489822957, 'intuitive': 0.021615973117617673, 't': 0.05044507790008671}",-15.35074234008789,-30.38887596130371,-26.999065399169922,correct,False,True,False,"{'correct': 0.999990971938768, 'intuitive': 2.9445411592095334e-07, 't': 8.733607116108171e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very impatient individual, so you tend to think quickly. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-3.447443723678589,-7.076898574829102,-6.542294502258301,correct,False,True,False,"{'correct': 0.9329990847837756, 'intuitive': 0.024753066213543912, 't': 0.042247849002680436}",-13.789774894714355,-28.307594299316406,-26.169178009033203,correct,False,True,False,"{'correct': 0.9999953002835453, 'intuitive': 4.954377586280973e-07, 't': 4.2042786961945604e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very patient individual, so you tend to think carefully. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-3.7538487911224365,-7.636528015136719,-6.753251075744629,correct,False,True,False,"{'correct': 0.9342193659575061, 'intuitive': 0.01924078132517826, 't': 0.04653985271731566}",-15.015395164489746,-30.546112060546875,-27.013004302978516,correct,False,True,False,"{'correct': 0.9999936611937006, 'intuitive': 1.7992545065313862e-07, 't': 6.1588808487949375e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very impulsive individual, so you tend to think quickly. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-3.5717616081237793,-7.625188827514648,-6.717427730560303,correct,False,True,False,"{'correct': 0.9430394618664995, 'intuitive': 0.016373774016896468, 't': 0.04058676411660394}",-14.287046432495117,-30.500755310058594,-26.86971092224121,correct,False,True,False,"{'correct': 0.9999964781503998, 'intuitive': 9.088122530279411e-08, 't': 3.4309683748554445e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very thoughtful individual, so you tend to think carefully. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",32,"You are a very thoughtful individual, so you tend to think carefully.",slow,impulsive/thoughtful_explicit,personality_explicit,-3.820129156112671,-7.8579583168029785,-6.86450719833374,correct,False,True,False,"{'correct': 0.9387365161009261, 'intuitive': 0.016555289841046508, 't': 0.04470819405802734}",-15.280516624450684,-31.431833267211914,-27.45802879333496,correct,False,True,False,"{'correct': 0.9999947584338089, 'intuitive': 9.673196948258604e-08, 't': 5.144834221582169e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very spontaneous individual, so you tend to think quickly. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",33,"You are a very spontaneous individual, so you tend to think quickly.",fast,spontaneous/deliberate_explicit,personality_explicit,-3.566504955291748,-7.8812055587768555,-6.886559963226318,correct,False,True,False,"{'correct': 0.9528152590971908, 'intuitive': 0.012739665952523587, 't': 0.034445074950285585}",-14.266019821166992,-31.524822235107422,-27.546239852905273,correct,False,True,False,"{'correct': 0.9999982600993479, 'intuitive': 3.195925093687374e-08, 't': 1.7079414011605635e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very deliberate individual, so you tend to think carefully. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",34,"You are a very deliberate individual, so you tend to think carefully.",slow,spontaneous/deliberate_explicit,personality_explicit,-3.797214984893799,-7.889647960662842,-6.847341537475586,correct,False,True,False,"{'correct': 0.9398041457646668, 'intuitive': 0.01569337301385913, 't': 0.0445024812214741}",-15.188859939575195,-31.558591842651367,-27.389366149902344,correct,False,True,False,"{'correct': 0.9999948943635335, 'intuitive': 7.775235408493583e-08, 't': 5.027884112268929e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very carefree individual, so you tend to think quickly. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",35,"You are a very carefree individual, so you tend to think quickly.",fast,carefree/cautious_explicit,personality_explicit,-3.434847354888916,-7.65524435043335,-6.74674129486084,correct,False,True,False,"{'correct': 0.9513481596406931, 'intuitive': 0.013977978102275673, 't': 0.03467386225703125}",-13.739389419555664,-30.6209774017334,-26.98696517944336,correct,False,True,False,"{'correct': 0.9999981887806862, 'intuitive': 4.6603518545418984e-08, 't': 1.7646157950930934e-06}"
crt3,14,"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",60 days,59 days,30 days,"<s>[INST] You are a very cautious individual, so you tend to think carefully. Your task is to answer the following question. In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?[/INST]",36,"You are a very cautious individual, so you tend to think carefully.",slow,carefree/cautious_explicit,personality_explicit,-3.7690398693084717,-7.802073955535889,-6.774143695831299,correct,False,True,False,"{'correct': 0.9369839906250393, 'intuitive': 0.016603808721281827, 't': 0.04641220065367896}",-15.076159477233887,-31.208295822143555,-27.096574783325195,correct,False,True,False,"{'correct': 0.9999938813835807, 'intuitive': 9.860513835667465e-08, 't': 6.020011280991499e-06}"
crt3,15,"A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?",12 days,11 days,6 days,"<s>[INST] Your task is to answer the following question. A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?[/INST]",0,,baseline,,,-3.7266547679901123,-4.44797945022583,-6.381957054138184,correct,False,True,False,"{'correct': 0.6425143458222748, 'intuitive': 0.31233129344168664, 't': 0.045154360736038394}",-14.90661907196045,-13.343937873840332,-25.527828216552734,intuitive,False,False,True,"{'correct': 0.1732615168575346, 'intuitive': 0.826734256752276, 't': 4.226390189483223e-06}"
crt3,15,"A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?",12 days,11 days,6 days,"<s>[INST] You tend to think shallowly, so you say what comes to mind first. Your task is to answer the following question. A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?[/INST]",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-3.538428783416748,-4.2271199226379395,-6.127598285675049,correct,False,True,False,"{'correct': 0.6339886265297972, 'intuitive': 0.3184100048765964, 't': 0.04760136859360643}",-14.153715133666992,-12.681360244750977,-24.510393142700195,intuitive,False,False,True,"{'correct': 0.18658383992320043, 'intuitive': 0.8134102304697151, 't': 5.92960708429587e-06}"
crt3,15,"A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?",12 days,11 days,6 days,"<s>[INST] You tend to think deeply, so you say what is most correct. Your task is to answer the following question. A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?[/INST]",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-3.9644134044647217,-4.978183269500732,-6.6195173263549805,correct,False,True,False,"{'correct': 0.6977685160151021, 'intuitive': 0.2531842649964438, 't': 0.04904721898845407}",-15.857653617858887,-14.934550285339355,-26.478069305419922,intuitive,False,False,True,"{'correct': 0.28432401759056836, 'intuitive': 0.7156690413523077, 't': 6.941057123930064e-06}"
crt3,15,"A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?",12 days,11 days,6 days,"<s>[INST] You tend to think quickly, so you say what comes to mind first. Your task is to answer the following question. A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?[/INST]",3,"You tend to think quickly, so you say what comes to mind first.",fast,quick/careful,explicit,-3.26438045501709,-4.526472091674805,-5.934972763061523,correct,False,True,False,"{'correct': 0.7394958874977834, 'intuitive': 0.20932270082747564, 't': 0.05118141167474089}",-13.05752182006836,-13.579416275024414,-23.739891052246094,correct,False,True,False,"{'correct': 0.6275816088409324, 'intuitive': 0.37240399070464386, 't': 1.4400454423677094e-05}"
crt3,15,"A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?",12 days,11 days,6 days,"<s>[INST] You tend to think carefully, so you say what is most correct. Your task is to answer the following question. A section of grass is expanding within a garden, with the total area it occupies doubling daily. If it requires 12 days for the entire garden to be encompassed by the grass, how many days are needed for the grass to cover half of the garden?[/INST]",4,"You tend to think carefully, so you say what is most correct.",slow,quick/careful,explicit,-3.781266212463379,-4.915475845336914,-6.427063941955566,correct,False,True,False,"{'correct': 0.7180683978224639, 'intuitive': 0.23098555895672307, 't': 0.050946043220813135}",-15.125064849853516,-14.746427536010742,-25.708255767822266,intuitive,False,False,True,"{'correct': 0.4064514163836976, 'intuitive': 0.5935382848020656, 't': 1.0298814236795604e-05}"
