task,item_id,question,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are in a noisy environment, so you feel very distracted. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-4.79767370223999,-6.276787757873535,correct,False,True,False,"{'correct': 0.8144387267495822, 'intuitive': 0.18556127325041777}",-19.19069480895996,-25.10715103149414,correct,False,True,False,"{'correct': 0.9973125092598527, 'intuitive': 0.002687490740147334}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are in a quiet environment, so you feel very focused. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-5.571875095367432,-6.376553535461426,correct,False,True,False,"{'correct': 0.6909743543330193, 'intuitive': 0.3090256456669807}",-22.287500381469727,-25.506214141845703,correct,False,True,False,"{'correct': 0.9615324675808049, 'intuitive': 0.03846753241919518}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are in a dark room, so you can't see very well. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-4.577798843383789,-5.706672668457031,correct,False,True,False,"{'correct': 0.7556310076257183, 'intuitive': 0.24436899237428167}",-18.311195373535156,-22.826690673828125,correct,False,True,False,"{'correct': 0.9891801632893524, 'intuitive': 0.010819836710647613}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are in a well-lit room, so you can see things clearly. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-5.0924482345581055,-5.933144569396973,correct,False,True,False,"{'correct': 0.6986118518971199, 'intuitive': 0.3013881481028802}",-20.369792938232422,-23.73257827758789,correct,False,True,False,"{'correct': 0.9665210223159882, 'intuitive': 0.03347897768401177}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are in a room that is sweltering, so you feel very uncomfortable. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-5.041295051574707,-5.723458290100098,correct,False,True,False,"{'correct': 0.6642213386872616, 'intuitive': 0.3357786613127382}",-20.165180206298828,-22.89383316040039,correct,False,True,False,"{'correct': 0.9386963665455968, 'intuitive': 0.06130363345440311}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are in a room with a pleasant temperature, so you feel very comfortable. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-5.208755970001221,-5.983851432800293,correct,False,True,False,"{'correct': 0.6846221125059865, 'intuitive': 0.3153778874940136}",-20.835023880004883,-23.935405731201172,correct,False,True,False,"{'correct': 0.9569084932986519, 'intuitive': 0.04309150670134816}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You just got in an argument, so you feel very emotional. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",17,"You just got in an argument, so you feel very emotional.",fast,emotional/calm,social_context,-5.165502548217773,-6.013120651245117,correct,False,True,False,"{'correct': 0.700067246646806, 'intuitive': 0.29993275335319397}",-20.662010192871094,-24.05248260498047,correct,False,True,False,"{'correct': 0.9674054441527384, 'intuitive': 0.03259455584726156}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You just meditated, so you feel very calm. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",18,"You just meditated, so you feel very calm.",slow,emotional/calm,social_context,-4.640757083892822,-6.170961380004883,correct,False,True,False,"{'correct': 0.8220362032065969, 'intuitive': 0.17796379679340316}",-18.56302833557129,-24.68384552001953,correct,False,True,False,"{'correct': 0.9978081545866074, 'intuitive': 0.0021918454133925363}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are under time pressure, so you feel very rushed. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",19,"You are under time pressure, so you feel very rushed.",fast,rushed/relaxed,social_context,-5.409096717834473,-6.11842155456543,correct,False,True,False,"{'correct': 0.670251956247188, 'intuitive': 0.32974804375281186}",-21.63638687133789,-24.47368621826172,correct,False,True,False,"{'correct': 0.944658444561574, 'intuitive': 0.055341555438426046}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are not under time pressure, so you feel very relaxed. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",20,"You are not under time pressure, so you feel very relaxed.",slow,rushed/relaxed,social_context,-5.473045825958252,-6.142601013183594,correct,False,True,False,"{'correct': 0.6614035510271048, 'intuitive': 0.3385964489728952}",-21.892183303833008,-24.570404052734375,correct,False,True,False,"{'correct': 0.9357292022441864, 'intuitive': 0.06427079775581354}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very impatient person. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",21,You are a very impatient person.,fast,impatient/patient,personality,-4.867950916290283,-5.383807182312012,correct,False,True,False,"{'correct': 0.6261783133345832, 'intuitive': 0.37382168666541693}",-19.471803665161133,-21.535228729248047,correct,False,True,False,"{'correct': 0.8872971341342956, 'intuitive': 0.11270286586570455}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very patient person. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",22,You are a very patient person.,slow,impatient/patient,personality,-5.575826168060303,-6.291565418243408,correct,False,True,False,"{'correct': 0.6716680818040396, 'intuitive': 0.32833191819596036}",-22.30330467224121,-25.166261672973633,correct,False,True,False,"{'correct': 0.9459845949911294, 'intuitive': 0.054015405008870615}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very impulsive person. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",23,You are a very impulsive person.,fast,impulsive/thoughtful,personality,-5.1590776443481445,-6.025049209594727,correct,False,True,False,"{'correct': 0.7039067737066054, 'intuitive': 0.29609322629339463}",-20.636310577392578,-24.100196838378906,correct,False,True,False,"{'correct': 0.9696425711780243, 'intuitive': 0.030357428821975747}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very thoughtful person. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",24,You are a very thoughtful person.,slow,impulsive/thoughtful,personality,-5.601927280426025,-6.352574348449707,correct,False,True,False,"{'correct': 0.6793196757085246, 'intuitive': 0.3206803242914753}",-22.4077091217041,-25.410297393798828,correct,False,True,False,"{'correct': 0.9526909194358333, 'intuitive': 0.047309080564166744}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very spontaneous person. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",25,You are a very spontaneous person.,fast,spontaneous/deliberate,personality,-5.439495086669922,-6.131103515625,correct,False,True,False,"{'correct': 0.6663246342159088, 'intuitive': 0.33367536578409124}",-21.757980346679688,-24.5244140625,correct,False,True,False,"{'correct': 0.9408347822302654, 'intuitive': 0.05916521776973458}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very deliberate person. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",26,You are a very deliberate person.,slow,spontaneous/deliberate,personality,-5.469812870025635,-6.303793430328369,correct,False,True,False,"{'correct': 0.69719593992202, 'intuitive': 0.30280406007797994}",-21.87925148010254,-25.215173721313477,correct,False,True,False,"{'correct': 0.9656408044046995, 'intuitive': 0.03435919559530053}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very carefree person. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",27,You are a very carefree person.,fast,carefree/cautious,personality,-4.940963268280029,-6.120009422302246,correct,False,True,False,"{'correct': 0.764776256378162, 'intuitive': 0.235223743621838}",-19.763853073120117,-24.480037689208984,correct,False,True,False,"{'correct': 0.9911301204935745, 'intuitive': 0.008869879506425364}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very cautious person. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",28,You are a very cautious person.,slow,carefree/cautious,personality,-5.286898136138916,-6.343196868896484,correct,False,True,False,"{'correct': 0.7419825932052354, 'intuitive': 0.2580174067947646}",-21.147592544555664,-25.372787475585938,correct,False,True,False,"{'correct': 0.9855882515066802, 'intuitive': 0.014411748493319712}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very impatient individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",29,"You are a very impatient individual, so you tend to think quickly.",fast,impatient/patient_explicit,personality_explicit,-4.519973278045654,-5.132319927215576,correct,False,True,False,"{'correct': 0.6484759184615192, 'intuitive': 0.35152408153848075}",-18.079893112182617,-20.529279708862305,correct,False,True,False,"{'correct': 0.9205165822439668, 'intuitive': 0.07948341775603322}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very patient individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",30,"You are a very patient individual, so you tend to think carefully.",slow,impatient/patient_explicit,personality_explicit,-5.1030378341674805,-6.002253532409668,correct,False,True,False,"{'correct': 0.7107883017106083, 'intuitive': 0.2892116982893918}",-20.412151336669922,-24.009014129638672,correct,False,True,False,"{'correct': 0.9733216646692713, 'intuitive': 0.02667833533072868}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very impulsive individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",31,"You are a very impulsive individual, so you tend to think quickly.",fast,impulsive/thoughtful_explicit,personality_explicit,-4.9160943031311035,-5.650307655334473,correct,False,True,False,"{'correct': 0.6757291818805379, 'intuitive': 0.3242708181194622}",-19.664377212524414,-22.60123062133789,correct,False,True,False,"{'correct': 0.9496384529987808, 'intuitive': 0.05036154700121928}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very thoughtful individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",32,"You are a very thoughtful individual, so you tend to think carefully.",slow,impulsive/thoughtful_explicit,personality_explicit,-5.310433387756348,-6.178990364074707,correct,False,True,False,"{'correct': 0.7044453460983408, 'intuitive': 0.29555465390165914}",-21.24173355102539,-24.715961456298828,correct,False,True,False,"{'correct': 0.9699455122757893, 'intuitive': 0.030054487724210745}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very spontaneous individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",33,"You are a very spontaneous individual, so you tend to think quickly.",fast,spontaneous/deliberate_explicit,personality_explicit,-5.020458698272705,-5.727029323577881,correct,False,True,False,"{'correct': 0.6696429510320663, 'intuitive': 0.3303570489679337}",-20.08183479309082,-22.908117294311523,correct,False,True,False,"{'correct': 0.9440796669192825, 'intuitive': 0.055920333080717505}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very deliberate individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",34,"You are a very deliberate individual, so you tend to think carefully.",slow,spontaneous/deliberate_explicit,personality_explicit,-5.3042426109313965,-6.176056385040283,correct,False,True,False,"{'correct': 0.705122966455345, 'intuitive': 0.29487703354465494}",-21.216970443725586,-24.704225540161133,correct,False,True,False,"{'correct': 0.9703229546659747, 'intuitive': 0.029677045334025307}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very carefree individual, so you tend to think quickly. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",35,"You are a very carefree individual, so you tend to think quickly.",fast,carefree/cautious_explicit,personality_explicit,-4.405544757843018,-5.516002655029297,correct,False,True,False,"{'correct': 0.7522144677734153, 'intuitive': 0.24778553222658484}",-17.62217903137207,-22.064010620117188,correct,False,True,False,"{'correct': 0.9883626690568672, 'intuitive': 0.011637330943132839}"
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"<s>[INST] You are a very cautious individual, so you tend to think carefully. Your task is to answer the following question. How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?[/INST]",36,"You are a very cautious individual, so you tend to think carefully.",slow,carefree/cautious_explicit,personality_explicit,-5.155338287353516,-6.211174011230469,correct,False,True,False,"{'correct': 0.741893942805693, 'intuitive': 0.258106057194307}",-20.621353149414062,-24.844696044921875,correct,False,True,False,"{'correct': 0.9855619214297051, 'intuitive': 0.014438078570295}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",0,,baseline,,,-6.942409515380859,-11.859692573547363,correct,False,True,False,"{'correct': 0.9927341892643489, 'intuitive': 0.007265810735651041}",-20.827228546142578,-35.579078674316406,correct,False,True,False,"{'correct': 0.9999996079398324, 'intuitive': 3.92060167570424e-07}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] You tend to think shallowly, so you say what comes to mind first. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-4.646894931793213,-8.093674659729004,correct,False,True,False,"{'correct': 0.9691349599984683, 'intuitive': 0.030865040001531657}",-13.940685272216797,-24.281024932861328,correct,False,True,False,"{'correct': 0.999967697694852, 'intuitive': 3.2302305147987e-05}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] You tend to think deeply, so you say what is most correct. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-6.00552225112915,-9.946968078613281,correct,False,True,False,"{'correct': 0.9809498400226503, 'intuitive': 0.01905015997734977}",-18.01656723022461,-29.840904235839844,correct,False,True,False,"{'correct': 0.9999926759296787, 'intuitive': 7.324070321281465e-06}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] You tend to think quickly, so you say what comes to mind first. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",3,"You tend to think quickly, so you say what comes to mind first.",fast,quick/careful,explicit,-4.769552707672119,-8.878413200378418,correct,False,True,False,"{'correct': 0.9838389866329124, 'intuitive': 0.01616101336708766}",-14.308658599853516,-26.635238647460938,correct,False,True,False,"{'correct': 0.9999955676670177, 'intuitive': 4.43233298232618e-06}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] You tend to think carefully, so you say what is most correct. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",4,"You tend to think carefully, so you say what is most correct.",slow,quick/careful,explicit,-5.772557735443115,-10.086777687072754,correct,False,True,False,"{'correct': 0.9867996013610847, 'intuitive': 0.013200398638915324}",-17.317672729492188,-30.260334014892578,correct,False,True,False,"{'correct': 0.9999976062842186, 'intuitive': 2.3937157813451685e-06}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] Your last meal was one day ago, so you are starving. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",5,"Your last meal was one day ago, so you are starving.",fast,hungry/fed,resources,-5.759147644042969,-8.816280364990234,correct,False,True,False,"{'correct': 0.9550894694596034, 'intuitive': 0.04491053054039652}",-17.277442932128906,-26.448841094970703,correct,False,True,False,"{'correct': 0.9998960397692384, 'intuitive': 0.00010396023076174298}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] Your last meal was one hour ago, so you are well-fed. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",6,"Your last meal was one hour ago, so you are well-fed.",slow,hungry/fed,resources,-6.412031173706055,-10.256465911865234,correct,False,True,False,"{'correct': 0.9790498086465625, 'intuitive': 0.02095019135343743}",-19.236093521118164,-30.769397735595703,correct,False,True,False,"{'correct': 0.9999902018210669, 'intuitive': 9.798178933135232e-06}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] You didn't have coffee this morning, so you feel very groggy. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",7,"You didn't have coffee this morning, so you feel very groggy.",fast,groggy/alert,resources,-6.1387410163879395,-10.274626731872559,correct,False,True,False,"{'correct': 0.9842631116056256, 'intuitive': 0.015736888394374347}",-18.416223526000977,-30.82387924194336,correct,False,True,False,"{'correct': 0.9999959128383548, 'intuitive': 4.087161645149016e-06}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] You just had your morning coffee, so you feel very alert. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",8,"You just had your morning coffee, so you feel very alert.",slow,groggy/alert,resources,-6.094980716705322,-10.569687843322754,correct,False,True,False,"{'correct': 0.9887347922971045, 'intuitive': 0.011265207702895486}",-18.284942626953125,-31.709062576293945,correct,False,True,False,"{'correct': 0.9999985209660628, 'intuitive': 1.4790339373159438e-06}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] You slept two hours last night, so you are very tired. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",9,"You slept two hours last night, so you are very tired.",fast,tired/rested,resources,-6.613895893096924,-11.134170532226562,correct,False,True,False,"{'correct': 0.9892311960338283, 'intuitive': 0.010768803966171666}",-19.84168815612793,-33.40251159667969,correct,False,True,False,"{'correct': 0.9999987099437431, 'intuitive': 1.2900562568132241e-06}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] You slept nine hours last night, so you are very well-rested. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-6.812623977661133,-11.395904541015625,correct,False,True,False,"{'correct': 0.9898821085199215, 'intuitive': 0.010117891480078488}",-20.4378719329834,-34.187713623046875,correct,False,True,False,"{'correct': 0.9999989321280888, 'intuitive': 1.0678719112173248e-06}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] You are in a noisy environment, so you feel very distracted. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",11,"You are in a noisy environment, so you feel very distracted.",fast,distracted/focused,physical_context,-5.727926731109619,-9.793216705322266,correct,False,True,False,"{'correct': 0.9831314181782632, 'intuitive': 0.016868581821736808}",-17.183780670166016,-29.379650115966797,correct,False,True,False,"{'correct': 0.9999949487483659, 'intuitive': 5.051251634021827e-06}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] You are in a quiet environment, so you feel very focused. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",12,"You are in a quiet environment, so you feel very focused.",slow,distracted/focused,physical_context,-6.218820095062256,-10.89406967163086,correct,False,True,False,"{'correct': 0.9907629211197255, 'intuitive': 0.009237078880274625}",-18.65645980834961,-32.68220901489258,correct,False,True,False,"{'correct': 0.9999991896098325, 'intuitive': 8.103901675400428e-07}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] You are in a dark room, so you can't see very well. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",13,"You are in a dark room, so you can't see very well.",fast,dark/lit,physical_context,-5.89619779586792,-9.829731941223145,correct,False,True,False,"{'correct': 0.9808014284799349, 'intuitive': 0.019198571520065204}",-17.6885929107666,-29.48919677734375,correct,False,True,False,"{'correct': 0.9999925000287186, 'intuitive': 7.499971281395894e-06}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] You are in a well-lit room, so you can see things clearly. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",14,"You are in a well-lit room, so you can see things clearly.",slow,dark/lit,physical_context,-6.045215606689453,-10.545750617980957,correct,False,True,False,"{'correct': 0.9890188694042775, 'intuitive': 0.010981130595722545}",-18.13564682006836,-31.637252807617188,correct,False,True,False,"{'correct': 0.9999986312427633, 'intuitive': 1.3687572367024874e-06}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] You are in a room that is sweltering, so you feel very uncomfortable. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",15,"You are in a room that is sweltering, so you feel very uncomfortable.",fast,uncomfortable/comfortable,physical_context,-6.435466289520264,-9.605047225952148,correct,False,True,False,"{'correct': 0.9596733697761959, 'intuitive': 0.04032663022380423}",-19.306398391723633,-28.815141677856445,correct,False,True,False,"{'correct': 0.9999258052736384, 'intuitive': 7.419472636151297e-05}"
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"<s>[INST] You are in a room with a pleasant temperature, so you feel very comfortable. Your task is to answer the following question. How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?[/INST]",16,"You are in a room with a pleasant temperature, so you feel very comfortable.",slow,uncomfortable/comfortable,physical_context,-6.3850626945495605,-10.309690475463867,correct,False,True,False,"{'correct': 0.9806330016360288, 'intuitive': 0.019366998363971166}",-19.155187606811523,-30.9290714263916,correct,False,True,False,"{'correct': 0.9999922969293485, 'intuitive': 7.703070651570205e-06}"
